namaKab,originalFilename,namaPartai,id,noUrut,nama,stringJenisKelamin
KOTA KUPANG,7157_120718_211548 danial.png,Partai Gerakan Perubahan Indonesia,217579,1,"DANIAL JUNUS HENDRIK, S.T",Laki-Laki
KOTA KUPANG,8493_120718_213447 katarina.png,Partai Gerakan Perubahan Indonesia,219693,2,"KATRINA ROPA LEDE, S.Pd",Perempuan
KOTA KUPANG,POTO.png,Partai Gerakan Perubahan Indonesia,241602,3,"SIMON Y NEPA, S.E",Laki-Laki
KOTA PONTIANAK,tediyono.png,Partai Gerakan Perubahan Indonesia,232286,1,TEDY YONO,Laki-Laki
KOTA PONTIANAK,inda.png,Partai Gerakan Perubahan Indonesia,234772,2,INDA MAULIANA,Perempuan
KOTA PONTIANAK,Pas Poto Ros 4X6.pdf,Partai Gerakan Perubahan Indonesia,297140,3,ROS INDRIANI,Perempuan
KOTA PONTIANAK,Pas Poto Lino 4X6.pdf,Partai Gerakan Perubahan Indonesia,297215,4,LINO SUHARTONO,Laki-Laki
JAKARTA TIMUR,4x6.jpg,Partai Gerakan Perubahan Indonesia,257299,1,ARI CHANDRA,Laki-Laki
JAKARTA UTARA,WhatsApp Image 2018-07-16 at 20.04.48.jpeg,Partai Gerakan Perubahan Indonesia,253840,2,DINDA ANGELICA,Perempuan
GUNUNG MAS,POTO.png,Partai Gerakan Perubahan Indonesia,233276,1,GANDI,Laki-Laki
MURUNG RAYA,FOTO_4X6_9601_160718_160140.png,Partai Gerakan Perubahan Indonesia,258900,2,SURNADI MAHRANI,Laki-Laki
KOTA PALANGKARAYA,POTO D.png,Partai Gerakan Perubahan Indonesia,234337,3,DHEA MARISA NADHIRA,Perempuan
KOTA PALANGKARAYA,WhatsApp Image 2018-07-30 at 22.52.36.jpeg,Partai Gerakan Perubahan Indonesia,295223,4,DESY YANTI HASTI C. TANJUNG,Perempuan
BARITO UTARA,POTO M.AKBAR.png,Partai Gerakan Perubahan Indonesia,236921,1,MUHAMMAD AKBAR,Laki-Laki
JAKARTA TIMUR,foto claudia.png,Partai Gerakan Perubahan Indonesia,297718,2,CLAUDIA SUSMITA OKTAVIA,Perempuan
MURUNG RAYA,10766_300718_042218 mona foto.png,Partai Gerakan Perubahan Indonesia,296422,1,MONA WARAH,Perempuan
KOTA BALIKPAPAN,POTO.pdf,Partai Gerakan Perubahan Indonesia,238911,1,LITAMI,Perempuan
KOTA SAMARINDA,POTO 2.pdf,Partai Gerakan Perubahan Indonesia,239423,2,DONI BASRI,Laki-Laki
JAKARTA BARAT,foto asep.png,Partai Gerakan Perubahan Indonesia,299802,3,ASEP NURJAMAN,Laki-Laki
KOTA MANADO,2785_140618_081731.png,Partai Gerakan Perubahan Indonesia,234141,1,Drs. FRANS HENDRIK RENDE,Laki-Laki
KOTA MANADO,4129_310518_125950.png,Partai Gerakan Perubahan Indonesia,235860,2,"ASRID TATUMPE, S.H., M.H",Perempuan
KOTA MANADO,2293_210518_082348.png,Partai Gerakan Perubahan Indonesia,237259,3,"BELHEIN NINIA, S.Th",Laki-Laki
SLEMAN,2681_010718_114044.png,Partai Gerakan Perubahan Indonesia,240955,4,RATNASARI PARAISU,Perempuan
JAKARTA TIMUR,M_HASAN_BAJAMAL.jpg,Partai Gerakan Perubahan Indonesia,232207,1,MUH HASAN ABDURAHMAN BAJAMAL,Laki-Laki
KOTA PALU,WhatsApp Image 2018-07-17 at 14.15.32.jpeg,Partai Gerakan Perubahan Indonesia,249151,2,"MOH. RIFLAN N DG. MABONE, S.E.,M.M",Laki-Laki
KOTA PALU,zulfida.jpg,Partai Gerakan Perubahan Indonesia,234090,3,ZULFIDA,Perempuan
KOTA BEKASI,223_030718_063043.jpg,Partai Gerakan Perubahan Indonesia,50531,1,REYNALDI,Laki-Laki
KOTA MAKASSAR,Foto 4x6 5089_050718_165042.png,Partai Gerakan Perubahan Indonesia,163161,2,"NURHAYATI, S.S.,M.H",Perempuan
KOTA MAKASSAR,Foto_4x6_5996_050718_141746.png,Partai Gerakan Perubahan Indonesia,165275,3,MUHAMMAD DIRWAN,Laki-Laki
GOWA,7701_110718_023445.png,Partai Gerakan Perubahan Indonesia,249731,4,ANITA TRI WULANDARI,Perempuan
GOWA,9606_170718_140240.png,Partai Gerakan Perubahan Indonesia,275116,5,"TRI KAMALSAH RADEN, S.T",Laki-Laki
MAROS,Foto_4x6_653_070718_182148.png,Partai Gerakan Perubahan Indonesia,165517,1,"ASNAWING THAHIR, S.E",Laki-Laki
JAKARTA TIMUR,5364_120618_024159 dean.png,Partai Gerakan Perubahan Indonesia,250074,2,DEAN RAHMA ANGGRAENI,Perempuan
JAKARTA UTARA,FOTO_TATI_10011_200718_224450.png,Partai Gerakan Perubahan Indonesia,259399,3,"TATI YUNIATI, S.E",Perempuan
KOTA MAKASSAR,Foto_4x6_685_300618_201115.png,Partai Gerakan Perubahan Indonesia,165596,1,"Ir. ANDI ODDANG WAWO, M.Si",Laki-Laki
KOTA MAKASSAR,Foto_4x6_7857_120718_132043.png,Partai Gerakan Perubahan Indonesia,165719,2,RAMADHANA TRIDEWI KHADIJAH SUBHAN,Perempuan
KOTA KENDARI,FOTO_M_ARIF2772_100718_163911.PDF,Partai Gerakan Perubahan Indonesia,240065,1,Ir. MUHAMMAD ARIF,Laki-Laki
KOTA KENDARI,FOTO_SAMSIA_8809_140718_131119.png,Partai Gerakan Perubahan Indonesia,243342,2,"SAMSIA, S.E",Perempuan
MALUKU TENGGARA,poto.png,Partai Gerakan Perubahan Indonesia,256888,1,ABDUL FATAH RENYAAN,Laki-Laki
JAKARTA TIMUR,LISNAWATI.png,Partai Gerakan Perubahan Indonesia,300018,2,LISNAWATI,Perempuan
MAJENE,4850_130718_211849.png,Partai Gerakan Perubahan Indonesia,224099,1,ABDURRAHMAN RUSTAM HAKIM,Laki-Laki
MAMUJU,Partai Gerakan Perubahan Indonesia,251544,2,MUH ARAS,Laki-Laki
JAKARTA TIMUR,IMG_20180731_220531.jpg,Partai Gerakan Perubahan Indonesia,301015,3,PRIASTUTI,Perempuan
KOTA BOGOR,7379_140718_130919.png,Partai Gerakan Perubahan Indonesia,221759,1,SULAIMAN NINGKEULA,Laki-Laki
KOTA AMBON,FullSizeRender.jpg,Partai Gerakan Perubahan Indonesia,260065,2,JOSEPH TUHULERUW,Laki-Laki
KOTA AMBON,FOTO_ASTRIYANTI_10037_170718_093059.png,Partai Gerakan Perubahan Indonesia,260357,3,"ASTRIYANTI SANAKY, S.Pi",Perempuan
KOTA TERNATE,5746_220618_094741 albaar.png,Partai Gerakan Perubahan Indonesia,212141,1,MUHAMMAD ALBAAR,Laki-Laki
KOTA TERNATE,7123_060718_215850 muchlis.png,Partai Gerakan Perubahan Indonesia,212654,2,"MUCHLIS RADJILOEN, S.H, M.H",Laki-Laki
KOTA TERNATE,6662_020718_220955.png,Partai Gerakan Perubahan Indonesia,213540,3,YUSNITA S ADAM,Perempuan
JAYAPURA,510_230318_151449.jpg,Partai Gerakan Perubahan Indonesia,180133,1,"PONTIUS OMOLDOMAN, S. Sos",Laki-Laki
JAYAWIJAYA,6212_280618_135542.jpg,Partai Gerakan Perubahan Indonesia,176502,2,"MARKUS MABEL, S.H.M.H",Laki-Laki
JAKARTA SELATAN,foto tia.png,Partai Gerakan Perubahan Indonesia,235091,3,TIA FATHIAH,Perempuan
SUPIORI,3802_040718_105254.png,Partai Gerakan Perubahan Indonesia,209246,4,"FERI ALIF JUNUS WAMBRAUW, S.Sos",Laki-Laki
KOTA JAYAPURA,6414_300618_133922.png,Partai Gerakan Perubahan Indonesia,210122,5,"ALBERCE TANIAW INGGABOUW, S.T",Laki-Laki
JAKARTA TIMUR,WhatsApp Image 2018-07-31 at 19.24.38.jpeg,Partai Gerakan Perubahan Indonesia,300330,6,ROSMIATI WULAN DARI,Perempuan
BIAK NUMFOR,foto irene.png,Partai Gerakan Perubahan Indonesia,234478,7,MISS JL IRENE WAMBRAUW,Perempuan
JAYAWIJAYA,pap.png,Partai Gerakan Perubahan Indonesia,235914,8,"PARNUS WOLOM, S.Pd",Laki-Laki
KOTA TUAL,FOTO SYIHAN.png,Partai Gerakan Perubahan Indonesia,260342,1,SYIHAN HIRZAN SILARATUBUN,Laki-Laki
JAKARTA TIMUR,FOTO_NURHOTIMAH9944_310718_210717.png,Partai Gerakan Perubahan Indonesia,300371,2,NURHOTIMAH,Perempuan
KOTA TARAKAN,9551_160718_170412.png,Partai Gerakan Perubahan Indonesia,253584,1,HERLINA,Perempuan
KOTA BANDA ACEH,NurChalis.JPG,PARTAI BERKARYA,21661,1,"NURCHALIS, SP., MSi.",Laki-Laki
JAKARTA BARAT,foto silon.JPG,PARTAI BERKARYA,163535,2,"Dr. Ir. JAMIL ANSARI, SH, MM",Laki-Laki
JAKARTA SELATAN,IRA.JPG,PARTAI BERKARYA,44210,3,"IRA HADIATI, SH",Perempuan
KOTA BANDA ACEH,Junaidi.JPG,PARTAI BERKARYA,160180,4,"H. JUNAIDI, SE",Laki-Laki
KOTA BANDA ACEH,WhatsApp Image 2018-07-29 at 22.29.48.jpeg,PARTAI BERKARYA,179750,5,SUMIATI,Perempuan
KOTA BANDA ACEH,Delianti.JPG,PARTAI BERKARYA,75389,6,DASLELIATI,Perempuan
KOTA TANGERANG SELATAN,sayed.JPG,PARTAI BERKARYA,248409,7,"H. SAYED FUAD ZAKARIA, SE",Laki-Laki
JAKARTA SELATAN,FOTO.JPG,PARTAI BERKARYA,122050,1,Drs. TEUKU BUSTAMI UMAR,Laki-Laki
JAKARTA SELATAN,FOTO.JPG,PARTAI BERKARYA,21666,2,"Drs. T.A. RAHMAN ALBA, MM",Laki-Laki
ACEH UTARA,FOTO.JPG,PARTAI BERKARYA,214875,3,SELVI OKTARICA,Perempuan
KOTA BOGOR,FOTO.JPG,PARTAI BERKARYA,164089,4,"H. NASRUL FUAD, SE, AK",Laki-Laki
KOTA BANDA ACEH,FOTO.JPG,PARTAI BERKARYA,263577,5,SUNDARI,Perempuan
KOTA LHOKSEUMAWE,PAS FOTO - DPR RI - ACEH 2 - HAMDANI IDRIS_1.jpg,PARTAI BERKARYA,141507,6,HAMDANI IDRIS,Laki-Laki
KOTA MEDAN,Capture.JPG,PARTAI BERKARYA,164933,1,"RAJAMIN SIRAIT, SE",Laki-Laki
JAKARTA SELATAN,PAS FOTO.JPG,PARTAI BERKARYA,123070,2,"IRJEN POL. (PURN) Drs. H. WISJNU AMAT S., SH",Laki-Laki
KOTA MEDAN,PAS FOTO - DPR RI - SUMUT 1 - 3. ALDANALIA DELVI.jpg,PARTAI BERKARYA,211052,3,ALDANALIA DELVI,Perempuan
KOTA MEDAN,Capture.JPG,PARTAI BERKARYA,301162,4,"BOBBY APRILIANO SYAM LUBIS, SE",Laki-Laki
SERDANG BEDAGAI,IMG-20180702-WA0201_2_2.jpg,PARTAI BERKARYA,182960,5,"MURNI ABRIDAYANI NST, S.PDI",Perempuan
JAKARTA BARAT,Capture.JPG,PARTAI BERKARYA,301164,6,JUNAIDI SIBUEA,Laki-Laki
KOTA MEDAN,Capture.JPG,PARTAI BERKARYA,250189,7,Drs. H. ZAINAL ARIFIN,Laki-Laki
KOTA MEDAN,1.JPG,PARTAI BERKARYA,302336,8,YANNI,Perempuan
KOTA DEPOK,FOTO.JPG,PARTAI BERKARYA,176642,9,RAMLAN,Laki-Laki
JAKARTA TIMUR,ZAINAL_ARIFIN.JPG,PARTAI BERKARYA,92094,1,"Prof. ZAINAL ARIFIN HASIBUAN, Ph.D",Laki-Laki
KOTA MEDAN,RIMSO_MARULI_SINAGA.JPG,PARTAI BERKARYA,93639,2,"RIMSO MARULI SINAGA, SH, MH",Laki-Laki
KOTA MEDAN,Capture.JPG,PARTAI BERKARYA,266853,3,DEVA RUFI AGNESTIN,Perempuan
DELI SERDANG,Capture.JPG,PARTAI BERKARYA,244032,4,"PDT AMI HARI HONDO, S.TH",Laki-Laki
KOTA DEPOK,DRS.ALAMAT_SINAMBELA.JPG,PARTAI BERKARYA,177244,5,Drs. ALAMAT SINAMBELA,Laki-Laki
KOTA BEKASI,Capture.JPG,PARTAI BERKARYA,246574,6,RAMAYANTI LUBIS,Perempuan
JAKARTA SELATAN,JULITA_INDIANI.JPG,PARTAI BERKARYA,90052,7,Dra. JULITA INDIANI,Perempuan
PADANG LAWAS,MUHAMMAD_SULAIMAN_BUDI_N.JPG,PARTAI BERKARYA,215758,8,MUHAMMAD SULAIMAN BUDI NASUTION,Laki-Laki
JAKARTA TIMUR,Capture.JPG,PARTAI BERKARYA,302344,9,ONDIHON DOLI YOHANES P,Laki-Laki
KOTA MEDAN,PAS FOTO - DPR RI - SUMUT 3 - 1. EKA HADI SUCIPTO.jpg,PARTAI BERKARYA,221428,1,"EKA HADI SUCIPTO, SE.",Laki-Laki
KOTA MEDAN,AHMAD_BAY_LUBIS.JPG,PARTAI BERKARYA,211406,2,"AHMAD BAY LUBIS, S.H., M.H.",Laki-Laki
NIAS,PAS FOTO - DPR RI - SUMUT 3 - ERVINA.jpg,PARTAI BERKARYA,302440,3,ERVINA,Perempuan
JAKARTA TIMUR,WINTER_EDUWARD_SITUMORANG.JPG,PARTAI BERKARYA,90687,4,"WINTER EDUWARD SITUMORANG, SH",Laki-Laki
JAKARTA SELATAN,JASMINE_RAVASIA.JPG,PARTAI BERKARYA,93738,5,JASMINE RAVASIA,Perempuan
JAKARTA TIMUR,IR_NEFONTA_SEMBIRING.JPG,PARTAI BERKARYA,91264,6,Ir. NEFONTA SEMBIRING,Laki-Laki
KOTA DEPOK,wartini.JPG,PARTAI BERKARYA,258254,1,WARTINI,Perempuan
KOTA PADANG,Capture.JPG,PARTAI BERKARYA,301118,2,Ir. INDRA SYARIF,Laki-Laki
KOTA DEPOK,hj frisni tantri.JPG,PARTAI BERKARYA,157318,3,Hj. FRISNI TANTRI,Perempuan
KOTA PADANG,andi taswin.JPG,PARTAI BERKARYA,138132,4,"ANDI TASWIN, SH, MM",Laki-Laki
SOLOK,Capture.JPG,PARTAI BERKARYA,222273,5,KHADIJAH,Perempuan
JAKARTA BARAT,ahmad rianto.JPG,PARTAI BERKARYA,142542,6,"AHMAD RIANTO, A.Md",Laki-Laki
KOTA PADANG,ismail pic.JPG,PARTAI BERKARYA,108608,7,ISMAIL NOVENDRA,Laki-Laki
KOTA PADANG,DONALD.JPG,PARTAI BERKARYA,125452,1,DONALD,Laki-Laki
JAKARTA UTARA,ANDRI YANI SANUSI.JPG,PARTAI BERKARYA,21641,2,ANDRI YANI SANUSI,Laki-Laki
KOTA PADANG,Capture.JPG,PARTAI BERKARYA,222397,3,FITRIA,Perempuan
PASAMAN BARAT,SYAFRIJON.JPG,PARTAI BERKARYA,282625,4,"SYAFRIJON, SH, MM",Laki-Laki
LIMA PULUH KOTA,Capture.JPG,PARTAI BERKARYA,301136,5,"ENDRIJON, B.Sc.",Laki-Laki
KOTA PADANG,Capture.JPG,PARTAI BERKARYA,302442,6,SUSI FIRDIANINGSIH,Perempuan
KOTA PEKANBARU,FAJAR SIM.JPG,PARTAI BERKARYA,82544,1,FAJAR MENANTI SIMANJUNTAK,Laki-Laki
KOTA PEKANBARU,HAFSYAH.JPG,PARTAI BERKARYA,82691,2,"Hj. HAFSYAH, SE",Perempuan
KOTA PEKANBARU,Capture.JPG,PARTAI BERKARYA,179360,3,PRESTASI PRAJA,Laki-Laki
KOTA PEKANBARU,Capture.JPG,PARTAI BERKARYA,121967,4,"T. ALMIRA VANESA HELDY, MBA",Perempuan
KOTA PEKANBARU,Capture.JPG,PARTAI BERKARYA,121636,5,Drs. H. FAHRULLAZI,Laki-Laki
KOTA PEKANBARU,FOTO.JPG,PARTAI BERKARYA,257339,6,TENGKU AFUARAHIM,Laki-Laki
ROKAN HILIR,Capture.JPG,PARTAI BERKARYA,178825,7,MARSELIA ROSADILA,Perempuan
KOTA PEKANBARU,Capture.JPG,PARTAI BERKARYA,300717,1,"H. ERWAN ARDIAN SIMBOLON, SH",Laki-Laki
KOTA PEKANBARU,Capture.JPG,PARTAI BERKARYA,122601,2,JERRY SAPUTRA,Laki-Laki
KOTA PEKANBARU,Capture.JPG,PARTAI BERKARYA,123746,3,MEYLINA PATRICIA BEATRIX TAMBA,Perempuan
INDRAGIRI HILIR,Capture.JPG,PARTAI BERKARYA,123283,4,"Dr. R. SRI HANDAYANI, SE, MM",Perempuan
KOTA PEKANBARU,Capture.JPG,PARTAI BERKARYA,123044,5,MISBAH NASUTION,Perempuan
JAKARTA PUSAT,Capture.JPG,PARTAI BERKARYA,123535,6,"YANTI MARIA, SH",Perempuan
KOTA JAMBI,Hariata.JPG,PARTAI BERKARYA,197640,1,"Dr. Ir. Hj. HARIATIA, ME, M.Si.",Perempuan
KOTA JAMBI,FOTO SABRISAL.JPG,PARTAI BERKARYA,54011,2,SABRISAL,Laki-Laki
KARAWANG,Capture.JPG,PARTAI BERKARYA,302444,3,"BAMBANG HARYANTO, S.Sos.",Laki-Laki
KOTA JAMBI,FOTO.JPG,PARTAI BERKARYA,155942,4,"H. ABBAS ABUBAKAR, SH",Laki-Laki
KOTA JAMBI,FOTO.JPG,PARTAI BERKARYA,139145,5,"Dr. FIRDAUS NUR, SE, MM",Laki-Laki
KOTA JAMBI,FOTO.JPG,PARTAI BERKARYA,171648,6,YULI ENDAH WULAN SARI,Perempuan
JAKARTA TIMUR,FOTO.JPG,PARTAI BERKARYA,163460,7,"DESSIANA SAVITRI, SH",Perempuan
BOGOR,FOTO SILON.JPG,PARTAI BERKARYA,137623,1,Drs. MUHAMMAD SAJID,Laki-Laki
KOTA BEKASI,GHANTI SJAHABUDIN.JPG,PARTAI BERKARYA,246899,2,"H.F.R GHANTY SJAHABUDIN, SH, MM",Laki-Laki
KOTA PALEMBANG,siti sundari.jpg,PARTAI BERKARYA,135642,3,SITI SUNDARI,Perempuan
BANYUASIN,ISMAIL ABUBAKAR.JPG,PARTAI BERKARYA,137118,4,"ISMAIL ABUBAKAR, SE",Laki-Laki
JAKARTA PUSAT,AGUSNAN.JPG,PARTAI BERKARYA,136619,5,AGUSNAN,Laki-Laki
KOTA PALEMBANG,AZIZAH.JPG,PARTAI BERKARYA,136395,6,RA. AZIZAH,Perempuan
KOTA PALEMBANG,FOTO SILON.JPG,PARTAI BERKARYA,137013,7,ELLYA INDAH LESTARI,Perempuan
KOTA PALEMBANG,RATNA_NOVI_HARTATI.JPG,PARTAI BERKARYA,241873,8,RATNA NOVI HARTATI,Perempuan
JAKARTA UTARA,H.ROSIHAN_ARSYAD.JPG,PARTAI BERKARYA,134548,1,H. ROSIHAN ARSYAD,Laki-Laki
JAKARTA BARAT,RAHMAT_SH.JPG,PARTAI BERKARYA,162343,2,"RAHMAT, SH",Laki-Laki
KOTA PALEMBANG,ELYU_CHOMISAH.JPG,PARTAI BERKARYA,135133,3,"ELYU CHOMISAH, S.IP, M.KES",Perempuan
KOTA PALEMBANG,ZAINUL BACHRI.JPG,PARTAI BERKARYA,143079,4,"H. ZAINUL BACHRI HAZ, S.IP",Laki-Laki
KOTA PAGAR ALAM,TARMIZI_ST.JPG,PARTAI BERKARYA,136179,5,"TARMIZI, ST, MM",Laki-Laki
KOTA PALEMBANG,SUNDA_ARIANA.JPG,PARTAI BERKARYA,242462,6,"Dr. SUNDA ARIANA, M.Pd., M.M",Perempuan
OGAN KOMERING ILIR,NINING_SARTIKA.JPG,PARTAI BERKARYA,175761,7,NINING SARTIKA,Perempuan
KOTA BANDUNG,ADI_GUNA.JPG,PARTAI BERKARYA,137392,8,"ADI GUNA, SST",Laki-Laki
OGAN KOMERING ILIR,YUDI_AFRIANDI.JPG,PARTAI BERKARYA,140212,9,YUDI AFRIANDI,Laki-Laki
BOGOR,Azwar.JPG,PARTAI BERKARYA,164619,1,"AZWAR BOERHAN, M. ENG. SC",Laki-Laki
KOTA DEPOK,SEPTI.PNG,PARTAI BERKARYA,249322,2,"SEPTI EFIYETI, SH",Perempuan
KOTA BENGKULU,FOTO.JPG,PARTAI BERKARYA,124777,3,DRS. HENDARMIN AFANDI,Laki-Laki
JAKARTA BARAT,FOTO.JPG,PARTAI BERKARYA,44686,1,"ADE IRMA JAZULI, SH",Perempuan
JAKARTA BARAT,nata.JPG,PARTAI BERKARYA,21620,2,Drs. NATA BUANA,Laki-Laki
KOTA DEPOK,hj eva karlena.JPG,PARTAI BERKARYA,174948,3,"Hj. EVA KARLENA, SE",Perempuan
KOTA BANDAR LAMPUNG,ARDIANSYAH.JPG,PARTAI BERKARYA,21637,4,ARDIANSYAH AMRI,Laki-Laki
JAKARTA SELATAN,IDA FARIDA.JPG,PARTAI BERKARYA,77024,5,IDA FARIDA,Perempuan
KOTA BANDAR LAMPUNG,arif budiman.JPG,PARTAI BERKARYA,76956,6,ARIF BUDIMAN,Laki-Laki
KOTA BANDAR LAMPUNG,juliana abidin.JPG,PARTAI BERKARYA,174119,7,"Dr. Hj. ZULIANA ABIDIN, SE, M.Si.",Perempuan
JAKARTA UTARA,foto.jpg,PARTAI BERKARYA,210687,8,AZWAN SAPRANI,Laki-Laki
JAKARTA SELATAN,Capture.JPG,PARTAI BERKARYA,300811,9,"DEDY SETIAWAN, SH",Laki-Laki
JAKARTA TIMUR,NURDIANA HASANAH.JPG,PARTAI BERKARYA,175318,10,NURDIANA HASANAH,Perempuan
KOTA BEKASI,foto.JPG,PARTAI BERKARYA,77081,1,"GUNTHAR HENRI GAMAL BACHROEMSJAH, SH",Laki-Laki
KOTA BEKASI,SUGENG RUSMAN.JPG,PARTAI BERKARYA,77496,2,"H. SUGENG RUSMAN, SE, MM",Laki-Laki
JAKARTA SELATAN,FITRIYAH.JPG,PARTAI BERKARYA,222015,3,FITRIYAH,Perempuan
KOTA BANDAR LAMPUNG,FOTO.JPG,PARTAI BERKARYA,121395,4,"M. OKI UDAYANA, SE",Laki-Laki
JAKARTA UTARA,FOTO.JPG,PARTAI BERKARYA,119844,5,"ANDI EFFENDI, SE",Laki-Laki
KOTA TANGERANG SELATAN,FOTO.JPG,PARTAI BERKARYA,139541,6,"IRMA, SE",Perempuan
JAKARTA SELATAN,FOTO.JPG,PARTAI BERKARYA,93949,7,"DION HARDI, BA",Laki-Laki
LAMPUNG UTARA,FOTO.JPG,PARTAI BERKARYA,121180,8,"KODARI, SE",Laki-Laki
JAKARTA BARAT,FOTO.JPG,PARTAI BERKARYA,180817,9,IRMA HANDAYANI,Perempuan
JAKARTA PUSAT,FOTO.JPG,PARTAI BERKARYA,120792,10,Ir. ANDI BOHAR ALAM,Laki-Laki
KOTA BATAM,Screenshot_2.JPG,PARTAI BERKARYA,94687,1,"SUPANDI AR, S.Sos, M. Hum",Laki-Laki
KOTA TANGERANG SELATAN,Screenshot_2.JPG,PARTAI BERKARYA,131850,2,MUHAMMAD NAS,Laki-Laki
KOTA BATAM,Screenshot_2.JPG,PARTAI BERKARYA,132501,3,SRI TARIATUN AMPERANINGSIH,Perempuan
KOTA BANDUNG,foto.jpg,PARTAI BERKARYA,170123,1,"H. DADANG S. EKADIREJA, S.IP",Laki-Laki
JAKARTA SELATAN,FOTO BARU SILON.JPG,PARTAI BERKARYA,82013,2,TB TRIYATNA DJAJASANTOSA,Laki-Laki
KOTA BANDUNG,FOTO SILON.JPG,PARTAI BERKARYA,215622,3,"FITRISNA, SSi, Apt",Perempuan
KOTA BANDUNG,foto.JPG,PARTAI BERKARYA,170249,4,"Drs. H. AZHARI, MM",Laki-Laki
KOTA BANDUNG,foto silon 2.JPG,PARTAI BERKARYA,170033,5,"YODI RUSTANDI, S.Sos.",Laki-Laki
KOTA BANDUNG,FOTO SILON.JPG,PARTAI BERKARYA,255126,6,"ENNI ERYANI, SH., MBA.",Perempuan
KOTA BANDUNG,FOTO.JPG,PARTAI BERKARYA,281422,7,"YULIA RAMALIA, SH",Perempuan
BANDUNG,foto.JPG,PARTAI BERKARYA,170687,1,"Drs. H. MARWAN EFFENDI, SH., M.Si.",Laki-Laki
JAKARTA SELATAN,FOTO ROESTANTO.JPG,PARTAI BERKARYA,63247,2,"Ir. H. ROESTANTO W D, M.M.",Laki-Laki
BANDUNG BARAT,fhoto latar merah.jpg,PARTAI BERKARYA,63031,3,"Dr. Hj. NENENG NENIH, MP., S.Pd",Perempuan
BANDUNG,FOTO.JPG,PARTAI BERKARYA,63231,4,RACHMA SUTANTY,Perempuan
JAKARTA BARAT,FOTO DENNY.JPG,PARTAI BERKARYA,281544,5,DENNY SHARIEFFUDIN,Laki-Laki
BANDUNG BARAT,FOTO ALIDA.JPG,PARTAI BERKARYA,171218,6,"Dra. ALIDA HANDAU LAMPE G., M.Si.",Perempuan
JAKARTA PUSAT,foto.JPG,PARTAI BERKARYA,63132,7,HILMAN BUDI BADARUSUHADA,Laki-Laki
KOTA TANGERANG SELATAN,FOTO.JPG,PARTAI BERKARYA,95104,8,"IWAN RIDWAN, SH",Laki-Laki
BANDUNG,FOTO MUCHTAR SOLI.JPG,PARTAI BERKARYA,82504,9,Drs. MUCHTAR SOLI,Laki-Laki
KOTA BEKASI,FOTO KE SILON.JPG,PARTAI BERKARYA,268256,10,FITRIAH LINDAWATI,Perempuan
KOTA BOGOR,FOTO IYET RACHMAWATI.jpg,PARTAI BERKARYA,8826,1,"IYET RACHMAWATI, SH",Perempuan
KOTA BOGOR,foto silon.JPG,PARTAI BERKARYA,9009,2,"ROCKY FRANS SUBUN, SH. MH",Laki-Laki
KOTA BANDUNG,FOTO.JPG,PARTAI BERKARYA,175231,3,PEPPY BADRU FATAHILLAH,Laki-Laki
JAKARTA SELATAN,foto.JPG,PARTAI BERKARYA,297594,4,R.D. NAULITA D. SIAGIAN,Perempuan
JAKARTA TIMUR,foto silon djoko wiseno.JPG,PARTAI BERKARYA,63287,5,"DJOKO WISENO, SE",Laki-Laki
JAKARTA SELATAN,FOTO UNTUK SILON.JPG,PARTAI BERKARYA,174108,6,"H. ALVIN NUGRAHA, S.H., MKn., LLM",Laki-Laki
SUKABUMI,FOTO UNTUK SILON.JPG,PARTAI BERKARYA,173864,7,"KH. AM. SAEPUDIN, MA",Laki-Laki
BANDUNG,Foto sementara.JPG,PARTAI BERKARYA,297772,8,INDAH LESTARI,Perempuan
KOTA BOGOR,foto silon.JPG,PARTAI BERKARYA,175300,9,MUAMAR TORIK,Laki-Laki
KOTA TANGERANG SELATAN,foto merah.jpg,PARTAI BERKARYA,75664,1,RITA IRAWATI PRIATNA,Perempuan
KOTA TANGERANG SELATAN,FOTO UNTUK SILON.JPG,PARTAI BERKARYA,74606,2,MUHAMAD ARAFAH,Laki-Laki
KOTA TANGERANG SELATAN,10. Pas photo.jpg,PARTAI BERKARYA,175795,3,EDDY MUNZIRRIAN,Laki-Laki
JAKARTA SELATAN,FOTO SILON.JPG,PARTAI BERKARYA,297369,4,VIDYA WIDYASTUTI,Perempuan
JAKARTA BARAT,foto.jpeg,PARTAI BERKARYA,270465,5,"ERWIN S.H., MH",Laki-Laki
JAKARTA SELATAN,FOTO.JPG,PARTAI BERKARYA,176423,6,"Dr. dr. MARULI MANGUNSONG, SpS, M.Epid",Laki-Laki
JAKARTA BARAT,FOTO.JPG,PARTAI BERKARYA,69385,1,"AHMAD MUHAJIR, SE.MM",Laki-Laki
JAKARTA TIMUR,FOTO SILON BARU.JPG,PARTAI BERKARYA,72737,2,"Hj. TINTIN HENDRAYANI, S.IP",Perempuan
BOGOR,foto untuk silon.JPG,PARTAI BERKARYA,70526,3,"Mayjen TNI (Purn). MALIKI MIFT, SIP, M.H.",Laki-Laki
BOGOR,FOTO.JPG,PARTAI BERKARYA,93088,4,Ir. H. GUNAWAN HASAN,Laki-Laki
JAKARTA PUSAT,FOTO.JPG,PARTAI BERKARYA,300374,5,"NAZARUDIN, SH",Laki-Laki
