namaKab,originalFilename,namaPartai,id,noUrut,nama,stringJenisKelamin,idPartai,idDapil,idPro
JAKARTA SELATAN,IMG_20180714_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,140810,1,"dr. H. SUIR SYAM, M.Kes.",Laki-Laki,2,6,12920
KOTA TANGERANG SELATAN,FOTO 4X6_20180714_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,141494,2,ANDRE ROSIADE,Laki-Laki,2,6,12920
JAKARTA SELATAN,4x6.jpg,PARTAI GERAKAN INDONESIA RAYA,123229,3,"EDRIANA, SH., MA",Perempuan,2,6,12920
PESISIR SELATAN,WhatsApp Image 2018-07-31 at 14.11.59.jpeg,PARTAI GERAKAN INDONESIA RAYA,77258,4,Ir. AFRIZON NAZAR UNCU,Laki-Laki,2,6,12920
KOTA PADANG,FOTO_20180731_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,296341,5,M. SABRAN CATIO,Laki-Laki,2,6,12920
TANGERANG,FOTO_20180731_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,296218,6,ASNELLY,Perempuan,2,6,12920
KOTA TANGERANG SELATAN,FOTO_20180731_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,296300,7,DEWI,Perempuan,2,6,12920
JAKARTA TIMUR,WhatsApp Image 2018-07-31 at 14.11.07.jpeg,PARTAI GERAKAN INDONESIA RAYA,77122,8,"Drs. ANTONI AMIR, SH",Laki-Laki,2,6,12920
JAKARTA SELATAN,12. Pas Foto 4 X 6.jpg,PARTAI GERAKAN INDONESIA RAYA,76884,1,ADE REZKI PRATAMA,Laki-Laki,2,7,12920
JAKARTA PUSAT,FHOTO.jpeg,PARTAI GERAKAN INDONESIA RAYA,122476,2,ERIZAL CHANIAGO,Laki-Laki,2,7,12920
JAKARTA BARAT,FHOTO MARIA.jpg,PARTAI GERAKAN INDONESIA RAYA,204260,3,MARIA ANGELIE NENGSI,Perempuan,2,7,12920
KOTA MEDAN,FOTO_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,299410,4,"MAULIDINI NAZLELY, S.Psi",Perempuan,2,7,12920
KOTA PADANG,FOTO H. BENNY.jpeg,PARTAI GERAKAN INDONESIA RAYA,200490,5,BENY SASWIN NASRUN,Laki-Laki,2,7,12920
KOTA MATARAM,4x6 eva.jpg,PARTAI GERAKAN INDONESIA RAYA,178475,6,EVA NIRWANA,Perempuan,2,7,12920
JAKARTA TIMUR,Foto 1.jpg,PARTAI GERAKAN INDONESIA RAYA,75062,1,MIFTAH NUR SABRI,Laki-Laki,2,8,14086
KOTA PEKANBARU,WhatsApp Image 2018-07-17 at 12.07.42.jpeg,PARTAI GERAKAN INDONESIA RAYA,282175,2,MUHAMMAD RAHUL,Laki-Laki,2,8,14086
JAKARTA SELATAN,4x6.jpg,PARTAI GERAKAN INDONESIA RAYA,122954,3,"ZAYU RIZKI SAFITRI, SH., MA",Perempuan,2,8,14086
JAKARTA UTARA,Foto.jpg,PARTAI GERAKAN INDONESIA RAYA,274649,4,"KRIST IBNU T WAHYUDI, SH",Laki-Laki,2,8,14086
KOTA PEKANBARU,FEBBY IMG_3688 copy.jpg,PARTAI GERAKAN INDONESIA RAYA,182348,5,FEBBY RAHMADANI,Perempuan,2,8,14086
KOTA TANGERANG SELATAN,foto.jpg,PARTAI GERAKAN INDONESIA RAYA,189487,6,NONA GAYATRI NASUTION,Perempuan,2,8,14086
KOTA PEKANBARU,Foto.jpg,PARTAI GERAKAN INDONESIA RAYA,120796,7,"H. FEBRIAN AMANDA, SHI",Laki-Laki,2,8,14086
KOTA PEKANBARU,"pas foto h. nurzahedi, SE alias eddy tanjung 4x6.jpg",PARTAI GERAKAN INDONESIA RAYA,103402,1,"H. NURZAHEDI, SE  ALIAS EDDY TANJUNG",Laki-Laki,2,9,14086
JAKARTA PUSAT,WhatsApp Image 2018-07-31 at 15.01.57.jpeg,PARTAI GERAKAN INDONESIA RAYA,108478,2,"M. SAID BAKHRI, S.Sos., S.H., M.H",Laki-Laki,2,9,14086
KOTA DEPOK,PAS PHOTO 4X6_20180708_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,91446,3,"HUSNA, M.Ag",Perempuan,2,9,14086
KOTA PEKANBARU,FOTO HASRULL_20180710_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,100566,4,"Ir. H. HASRUL, M.Si",Laki-Laki,2,9,14086
JAKARTA TIMUR,foto.jpg,PARTAI GERAKAN INDONESIA RAYA,175047,5,"BONA RICKI JEFERSON SIAHAAN, S.Pd",Laki-Laki,2,9,14086
KAMPAR,foto.jpg,PARTAI GERAKAN INDONESIA RAYA,175748,6,"DYAH AYU NURANI, S.Pd",Perempuan,2,9,14086
KOTA JAMBI,Foto.jpg,PARTAI GERAKAN INDONESIA RAYA,265104,1,"Ir. H.A.R. SUTAN ADIL HENDRA, MM",Laki-Laki,2,10,15885
KOTA JAMBI,Sri Budiyati (Gerindra).JPG,PARTAI GERAKAN INDONESIA RAYA,82132,2,SRI BUDIYATI,Perempuan,2,10,15885
JAKARTA UTARA,FOTO Drs. H. A. MURIDY DARMANSYAH_20180712_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,177794,3,Drs. H.A. MURADY DARMANSYAH,Laki-Laki,2,10,15885
KOTA JAMBI,Foto.jpg,PARTAI GERAKAN INDONESIA RAYA,122186,4,H. SUPARMAN,Laki-Laki,2,10,15885
KOTA JAMBI,Foto.JPG,PARTAI GERAKAN INDONESIA RAYA,82285,5,HJ. JOYCE AIPASSA,Perempuan,2,10,15885
KOTA JAMBI,Foto.jpg,PARTAI GERAKAN INDONESIA RAYA,82577,6,dr. DICKY MUHAMMAD ISKANDAR,Laki-Laki,2,10,15885
KOTA JAMBI,IMG_20180726_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,294606,7,"A. GUNAWAN, SE",Laki-Laki,2,10,15885
KERINCI,IMG_20180723_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,294803,8,"YANTI MARIA SUSANTI, SE",Perempuan,2,10,15885
JAKARTA SELATAN,"FOTO EDHY PRABOWO MM,MBA_20180713_0001.jpg",PARTAI GERAKAN INDONESIA RAYA,102407,1,"EDHY PRABOWO, MM., MBA",Laki-Laki,2,11,17404
KOTA PALEMBANG,FOTO EDDY SANTANA_20180713_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,79735,2,"Ir. EDDY SANTANA PUTRA, MT",Laki-Laki,2,11,17404
JAKARTA SELATAN,FOTO SITI NURIZKA PUTERI JAYA_20180713_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,89557,3,"SITI NURIZKA PUTERI JAYA, SH., MH",Perempuan,2,11,17404
KOTA PALEMBANG,PASS PHOTO DJABARUDDIN AHMAD_20180714_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,79004,4,"Drs. H. DJABARUDDIN AHMAD, ME",Laki-Laki,2,11,17404
KOTA PALEMBANG,foto davit.jpg,PARTAI GERAKAN INDONESIA RAYA,199435,5,"DAVIT SAHER WATAYASI, S.IP.,M.IP",Laki-Laki,2,11,17404
KOTA PALEMBANG,FOTO _20180731_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,200040,6,"RENNY ASTUTI, SH., S.PN",Perempuan,2,11,17404
KOTA PALEMBANG,FOTO_20180726_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,188305,7,JESSI DWI SUDA,Perempuan,2,11,17404
KOTA PALEMBANG,FOTO MAHIPAL EDWIN_20180713_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,181856,8,"MAHIPAL EDWIN, SH",Laki-Laki,2,11,17404
JAKARTA SELATAN,"FOTO SAFRI, ME, MSi_20180713_0001.jpg",PARTAI GERAKAN INDONESIA RAYA,117057,1,"SAFRI, SE., Msi.",Laki-Laki,2,12,17404
KOTA BEKASI,FOTO SRI MELIYANA_20180712_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,90521,2,Ir. SRI MELIYANA,Perempuan,2,12,17404
KOTA DEPOK,FOTO HERMAN BASUNING_20180712_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,116311,3,HERMAN BASUNING,Laki-Laki,2,12,17404
JAKARTA TIMUR,WhatsApp Image 2018-07-31 at 7.12.45 PM.jpeg,PARTAI GERAKAN INDONESIA RAYA,200377,4,"SANDRA SORAYA, SH",Perempuan,2,12,17404
OGAN KOMERING ULU TIMUR,4x6.JPG,PARTAI GERAKAN INDONESIA RAYA,89201,5,"FENUS ANTONIUS, SE",Laki-Laki,2,12,17404
JAKARTA BARAT,FOTO_20180729_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,296155,6,"CAKRA HERU SANTOSA, SH.,MH",Laki-Laki,2,12,17404
JAKARTA SELATAN,FOTO_20180730_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,298777,7,Ir. IBNU HAJAR HERYANTO,Laki-Laki,2,12,17404
JAKARTA PUSAT,FOTO_20180731_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,298855,8,"TRI WIJAYANTI, SE",Perempuan,2,12,17404
JAKARTA SELATAN,PAS PHOTO 4X6_20180709_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,84689,1,"SUSI MARLENY BACHSIN, SE., MM",Perempuan,2,13,20802
KOTA BOGOR,FOTO HERI BUDIANTO_20180713_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,89876,2,"Dr. HERI BUDIANTO, M.Si",Laki-Laki,2,13,20802
KOTA BENGKULU,PASS PHOTO LIA LASTARIA_20180714_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,296007,3,dr. LIA LASTARIA,Perempuan,2,13,20802
JAKARTA SELATAN,daniel.JPG,PARTAI GERAKAN INDONESIA RAYA,89195,4,"DANIEL PUJOSUDARMO, S.Si",Laki-Laki,2,13,20802
TANGERANG,33. Pas Photo 4X6.jpg,PARTAI GERAKAN INDONESIA RAYA,159560,1,H. AHMAD MUZANI,Laki-Laki,2,14,22328
KOTA BANDAR LAMPUNG,FOTO baru_20180731_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,129353,2,"H. GUNADI IBRAHIM, SE",Laki-Laki,2,14,22328
KOTA DEPOK,FOTO_20180728_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,204042,3,USMA WARNIE PETER,Perempuan,2,14,22328
JAKARTA SELATAN,ok.JPG,PARTAI GERAKAN INDONESIA RAYA,100283,4,"HENDARSAM MARANTOKO, SH",Laki-Laki,2,14,22328
KOTA BANDAR LAMPUNG,FOTO_20180729_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,296249,5,dr. RAISSA ULFAH FADILLAH,Perempuan,2,14,22328
KOTA BANDAR LAMPUNG,syabirin.jpg,PARTAI GERAKAN INDONESIA RAYA,177320,6,"SYABIRIN HS. KOENANG, SH., MH.",Laki-Laki,2,14,22328
KOTA TANGERANG,FOTO_20180728_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,189964,7,"ADISTIANA PRAHARA, S.P",Perempuan,2,14,22328
BOGOR,FOTO_20180728_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,163935,8,SIRUAYA UTAMAWAN,Laki-Laki,2,14,22328
KOTA BANDAR LAMPUNG,WhatsApp Image 2018-07-31 at 02.53.47.jpeg,PARTAI GERAKAN INDONESIA RAYA,175599,9,"UJANG GANI, SH",Laki-Laki,2,14,22328
KOTA BANDAR LAMPUNG,FOTO_20180728_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,199626,10,M.M RENDHY PRIMASESA SESUNAN,Laki-Laki,2,14,22328
JAKARTA SELATAN,FOTO_20180710_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,105795,1,Ir. DWITA RIA GUNADI,Perempuan,2,15,22328
KOTA BENGKULU,FOTO_20180728_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,221565,2,Ir. MEIREZA ENDIPAT WIJAYA,Laki-Laki,2,15,22328
JAKARTA PUSAT,Foto.jpg,PARTAI GERAKAN INDONESIA RAYA,77688,3,"BOB HASAN, SH.,MH",Laki-Laki,2,15,22328
KOTA BANDAR LAMPUNG,azhar ali.jpg,PARTAI GERAKAN INDONESIA RAYA,186970,4,Drs. AZHARI ALI,Laki-Laki,2,15,22328
KOTA BANDAR LAMPUNG,foto agus salim.jpg,PARTAI GERAKAN INDONESIA RAYA,187807,5,Drs. AGUS SALIM,Laki-Laki,2,15,22328
JAKARTA TIMUR,FOTO_20180728_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,296345,6,FEMY RULITA,Perempuan,2,15,22328
KOTA BANDAR LAMPUNG,FOTO baru_20180731_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,296298,7,ACHMAD KAMAL,Laki-Laki,2,15,22328
KOTA BANDAR LAMPUNG,FOTO_20180730_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,296333,8,WAHYU TAMLIKA,Laki-Laki,2,15,22328
KOTA TANGERANG SELATAN,FOTO_20180730_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,296279,9,IRMA RAHAYU NASUTION,Perempuan,2,15,22328
KOTA BANDAR LAMPUNG,FOTO_20180728_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,201883,10,SIRAJ EL MUNIER,Laki-Laki,2,15,22328
JAKARTA TIMUR,FOTO_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,299591,1,SALEH RAMLI,Laki-Laki,2,17,25405
JAKARTA PUSAT,4x6.jpg,PARTAI GERAKAN INDONESIA RAYA,279993,2,"JAMER SIDEN PURBA, SH",Laki-Laki,2,17,25405
KARIMUN,IMG_7326 copy.jpg,PARTAI GERAKAN INDONESIA RAYA,205038,3,"Dra. MAEMUNAH, MM",Perempuan,2,17,25405
KOTA BATAM,fhoto.jpg,PARTAI GERAKAN INDONESIA RAYA,294291,4,Ir. ADRIANNA HERAWATY BURHAN,Perempuan,2,17,25405
KOTA BANDUNG,PASS PHOTO_20180714_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,155344,1,"Dr. Ir. H. SODIK MUDJAHID, M.Sc",Laki-Laki,2,21,26141
KOTA BANDUNG,IMG_20180713_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,154896,2,"H. AGUNG SURYAMAL, SH",Laki-Laki,2,21,26141
JAKARTA SELATAN,FOTO_20180716_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,83201,3,"MARTINI, S.E",Perempuan,2,21,26141
KOTA CIMAHI,POTO ASEP HADAD_20180716_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,200011,4,ASEP HADAD DIDJAYA,Laki-Laki,2,21,26141
KOTA BANDUNG,ELZA GALAN ZEN.jpg,PARTAI GERAKAN INDONESIA RAYA,155324,5,Dra. HJ. ELZA GALAN ZEN,Perempuan,2,21,26141
KOTA BANDUNG,POTO ARIF R_20180716_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,231085,6,H. ARIP RAHMAN,Laki-Laki,2,21,26141
KOTA BANDUNG,PASS PHOTO MARIA ROSALINDA_20180714_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,147493,7,"MARIA ROSALINDA, S.Kom., M.Si",Perempuan,2,21,26141
JAKARTA SELATAN,RACHEAL MARYAM SAYIDINA.jpg,PARTAI GERAKAN INDONESIA RAYA,147868,1,RACHEL MARYAM SAYIDINA,Perempuan,2,22,26141
JAKARTA SELATAN,IMG-20180715-WA0031.jpg,PARTAI GERAKAN INDONESIA RAYA,84252,2,"IIS EDHY PRABOWO, S.Hum., MM",Perempuan,2,22,26141
KOTA BANDUNG,DEDY ABDULLAH.jpg,PARTAI GERAKAN INDONESIA RAYA,176942,3,DEDY ABDULLAH,Laki-Laki,2,22,26141
BANDUNG,PASS PHOTO ASEP SUTISNA_20180714_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,154891,4,ASEP SUTISNA,Laki-Laki,2,22,26141
KOTA CIMAHI,DUDDY R DEWAYANA.jpg,PARTAI GERAKAN INDONESIA RAYA,200310,5,DUDDY R DEWAYANA,Laki-Laki,2,22,26141
KOTA TANGERANG SELATAN,GUNTUR TRIYONO.jpg,PARTAI GERAKAN INDONESIA RAYA,152558,6,GUNTUR TRIYONO,Laki-Laki,2,22,26141
KOTA TANGERANG SELATAN,PHOTO INDRA W_20.jpg,PARTAI GERAKAN INDONESIA RAYA,198201,7,INDRA WAHYUDI,Laki-Laki,2,22,26141
KOTA BATU,ANISA SOVIA NURANI.jpg,PARTAI GERAKAN INDONESIA RAYA,198382,8,ANNYSA SOVIA NURANI,Perempuan,2,22,26141
KOTA BANDAR LAMPUNG,MUHAMAD KADAFI.jpg,PARTAI GERAKAN INDONESIA RAYA,214367,9,MUHAMAD KADAFI,Laki-Laki,2,22,26141
KOTA BANDUNG,FOTO IWA GARTIWA.jpg,PARTAI GERAKAN INDONESIA RAYA,153100,10,"Ir. IWA GARTIWA, MM",Laki-Laki,2,22,26141
JAKARTA SELATAN,Foto-A Riza.jpg,PARTAI GERAKAN INDONESIA RAYA,73849,1,"Ir. H. AHMAD RIZA PATRIA, MBA",Laki-Laki,2,23,26141
KOTA BOGOR,FotoEndang_1.jpg,PARTAI GERAKAN INDONESIA RAYA,119551,2,"Dr. Ir. HJ. ENDANG SETYAWATI THOHARI DESS, MSC",Perempuan,2,23,26141
JAKARTA TIMUR,Foto_1(2).jpg,PARTAI GERAKAN INDONESIA RAYA,75879,3,"SJUKRIANTO YULIA, SE, M.Fin",Laki-Laki,2,23,26141
JAKARTA SELATAN,PAS FOTO 4X6_20180714_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,165391,4,Ir. IRWAN ARDI HASMAN,Laki-Laki,2,23,26141
CIANJUR,Yaya Ruyani 4x6.jpg,PARTAI GERAKAN INDONESIA RAYA,118207,5,"YAYA RUYANI, S.Sos.",Perempuan,2,23,26141
KOTA BOGOR,FOTO-H.ZAINAL.jpg,PARTAI GERAKAN INDONESIA RAYA,150900,6,"H. HASAN ZAINAL ABIDIN EZ, SE., MM",Laki-Laki,2,23,26141
JAKARTA UTARA,FOTO-HELMALIA.jpg,PARTAI GERAKAN INDONESIA RAYA,168255,7,HELMALIA JELITA PUTRI,Perempuan,2,23,26141
KOTA BOGOR,MOHAMMAD NUR SUKMA.jpg,PARTAI GERAKAN INDONESIA RAYA,75632,8,Ir. H. MOHAMMAD NUR SUKMA,Laki-Laki,2,23,26141
KOTA BOGOR,FOTO-LUKMAN.jpg,PARTAI GERAKAN INDONESIA RAYA,293908,9,Dr. Ir. H. LUKMAN MALANUANG,Laki-Laki,2,23,26141
KOTA TANGERANG SELATAN,Foto-HeriGunawan_1.jpg,PARTAI GERAKAN INDONESIA RAYA,120165,1,HERI GUNAWAN,Laki-Laki,2,24,26141
JAKARTA TIMUR,PASS PHOTO 4X6 neviii_20180717_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,76458,2,NEVI HERIYANTI,Perempuan,2,24,26141
KOTA TANGERANG SELATAN,FOTO MUSTOFA_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,255191,3,"MUSTOFA, SE",Laki-Laki,2,24,26141
JAKARTA BARAT,FOTO-MayangRukmi_1.jpg,PARTAI GERAKAN INDONESIA RAYA,195975,4,MAYANG RUKMI,Perempuan,2,24,26141
JAKARTA BARAT,FOTO MODI TITAN PRASETYO_20180716_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,130988,5,"MODI TITAN PRASETYO, SE",Laki-Laki,2,24,26141
KOTA BATAM,FOTO MOHAMAD JUANDA_20180716_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,294744,6,"MOCHAMAD DJUANDA, ST",Laki-Laki,2,24,26141
KOTA DEPOK,FADLY ZON.jpg,PARTAI GERAKAN INDONESIA RAYA,56679,1,"DR. H. FADLI ZON, SS., M.Sc",Laki-Laki,2,25,26141
BOGOR,WhatsApp Image 2018-08-11 at 8.44.14 PM.jpeg,PARTAI GERAKAN INDONESIA RAYA,116919,2,"Drs. H. MULYADI, MMA",Laki-Laki,2,25,26141
KOTA DEPOK,JASMIN.jpg,PARTAI GERAKAN INDONESIA RAYA,209232,3,JASMIN KARTIASA SETIAWAN,Perempuan,2,25,26141
BOGOR,Foto Pak Lucky.jpg,PARTAI GERAKAN INDONESIA RAYA,76068,4,"LUCKY BAYU PURNOMO, SE., ME.",Laki-Laki,2,25,26141
KOTA BOGOR,DIDIK.jpg,PARTAI GERAKAN INDONESIA RAYA,92358,5,Ir. H. DIDIK HARIYANTO,Laki-Laki,2,25,26141
BOGOR,PERTIWI.jpg,PARTAI GERAKAN INDONESIA RAYA,107693,6,Ir. PERTIWI AWILDA,Perempuan,2,25,26141
JAKARTA SELATAN,TOHIR.jpg,PARTAI GERAKAN INDONESIA RAYA,75598,7,"TOHIR, SH",Laki-Laki,2,25,26141
KOTA TANGERANG SELATAN,MUDRIKAH.jpg,PARTAI GERAKAN INDONESIA RAYA,200439,8,"MUDRIKAH, S.E",Perempuan,2,25,26141
BOGOR,EKA GUMILAR 4X6 ( MERAH ).JPG,PARTAI GERAKAN INDONESIA RAYA,84530,9,EKA GUMILAR,Laki-Laki,2,25,26141
KOTA DEPOK,Foto-Nuroji_1(2).jpg,PARTAI GERAKAN INDONESIA RAYA,121447,1,Ir. H. NUROJI,Laki-Laki,2,26,26141
KOTA BEKASI,PAS PHOTO 4X6_20180708_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,66583,2,"MIRAH SUMIRAT, SE",Perempuan,2,26,26141
JAKARTA TIMUR,FotoFauzi_1[1].jpg,PARTAI GERAKAN INDONESIA RAYA,120137,3,FAUZI BAADILLA,Laki-Laki,2,26,26141
KOTA DEPOK,PASS PHOTO 4X6 MUKHLIS_20180717_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,165375,4,"KH. MUKHLIS EFFENDI, SH., MH",Laki-Laki,2,26,26141
KOTA BEKASI,FOTO MARHABAN_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,298265,5,DR. H. MARHABAN SIGALINGGING,Laki-Laki,2,26,26141
JAKARTA SELATAN,Foto_nina.jpg,PARTAI GERAKAN INDONESIA RAYA,242223,6,NINA ROZALINDA R.,Perempuan,2,26,26141
JAKARTA TIMUR,PUTIH SARI.JPG,PARTAI GERAKAN INDONESIA RAYA,138802,1,drg. PUTIH SARI,Perempuan,2,27,26141
BEKASI,OBONN.jpg,PARTAI GERAKAN INDONESIA RAYA,91021,2,OBON TABRONI,Laki-Laki,2,27,26141
PURWAKARTA,RUSTABDIE.jpg,PARTAI GERAKAN INDONESIA RAYA,157974,3,"H. RUSTANDIE, SH",Laki-Laki,2,27,26141
JAKARTA SELATAN,ARIA S 1 POTO.jpg,PARTAI GERAKAN INDONESIA RAYA,108753,4,Ir. ARIA SULHAN WITOELAR,Laki-Laki,2,27,26141
KOTA BEKASI,DERRY.jpg,PARTAI GERAKAN INDONESIA RAYA,183437,5,DERRY DRAJAT,Laki-Laki,2,27,26141
JAKARTA TIMUR,ANY MARIANY.jpg,PARTAI GERAKAN INDONESIA RAYA,108480,6,ANY MARIANY TENGKER,Perempuan,2,27,26141
BEKASI,POTO H. DARIS 1 POTO.jpg,PARTAI GERAKAN INDONESIA RAYA,108325,7,"H. DARIS, SH",Laki-Laki,2,27,26141
KARAWANG,FOTO NACE PERMANA_20180715_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,115238,8,"NACE PERMANA, SE.,M.IKom",Laki-Laki,2,27,26141
KOTA DEPOK,SUSILAWATIII.jpg,PARTAI GERAKAN INDONESIA RAYA,295840,9,"HJ. SUSILAWATI, SE",Perempuan,2,27,26141
JAKARTA TIMUR,POTO SUJUD_20180716_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,94327,10,"DR. SUDJUD SIRADJUDDIN, SH., MH",Laki-Laki,2,27,26141
JAKARTA SELATAN,hasyim.jpeg,PARTAI GERAKAN INDONESIA RAYA,136694,1,MUHAJIDIN NUR HASIM,Laki-Laki,2,28,26141
JAKARTA TIMUR,kardaya.jpeg,PARTAI GERAKAN INDONESIA RAYA,136687,2,"Dr. Ir. H. KARDAYA WARNIKA, D. E. A.",Laki-Laki,2,28,26141
JAKARTA PUSAT,esih warnesih.jpeg,PARTAI GERAKAN INDONESIA RAYA,133415,3,"Hj. ESIH WARNESIH, SS., M.Pd",Perempuan,2,28,26141
JAKARTA SELATAN,anggawira.jpeg,PARTAI GERAKAN INDONESIA RAYA,257590,4,"DR. ANGGAWIRA, MM",Laki-Laki,2,28,26141
KOTA CIREBON,WhatsApp Image 2018-07-15 at 08.46.09 (1).jpeg,PARTAI GERAKAN INDONESIA RAYA,83471,5,"H. DEDE MUHARAM, Lc",Laki-Laki,2,28,26141
JAKARTA BARAT,poetri.jpeg,PARTAI GERAKAN INDONESIA RAYA,188862,6,POETRI DEWI WAHYUNINGTYAS,Perempuan,2,28,26141
JAKARTA TIMUR,andriansyah.jpeg,PARTAI GERAKAN INDONESIA RAYA,133519,7,Ir. A. ANDRIANSYAH,Laki-Laki,2,28,26141
CIREBON,kalinga.jpeg,PARTAI GERAKAN INDONESIA RAYA,162379,8,"Drs. H. KALINGA, MM",Laki-Laki,2,28,26141
KOTA DEPOK,nurul maulida.jpeg,PARTAI GERAKAN INDONESIA RAYA,203104,9,NURUL MAULIDAH,Perempuan,2,28,26141
KOTA BANDUNG,oo sutisna.jpeg,PARTAI GERAKAN INDONESIA RAYA,156894,1,"H. OO SUTISNA, SH",Laki-Laki,2,29,26141
MAJALENGKA,jefri.jpeg,PARTAI GERAKAN INDONESIA RAYA,156773,2,"H.JEFRY ROMDONNY, SE., S.Sos., M.Si.,MM",Laki-Laki,2,29,26141
JAKARTA TIMUR,penny.jpeg,PARTAI GERAKAN INDONESIA RAYA,138274,3,PENNI OCTORA,Perempuan,2,29,26141
JAKARTA TIMUR,supriaadi.jpeg,PARTAI GERAKAN INDONESIA RAYA,157353,4,"H. SUPRIYADI, SE",Laki-Laki,2,29,26141
SUMEDANG,DON MURDONO.jpeg,PARTAI GERAKAN INDONESIA RAYA,156546,5,"DR. H. DON MURDONO, SH MSi",Laki-Laki,2,29,26141
JAKARTA SELATAN,dewa ayu.jpeg,PARTAI GERAKAN INDONESIA RAYA,188817,6,DEWA AYU PUTU AMALIA DEWI,Perempuan,2,29,26141
JAKARTA SELATAN,rahmawati.jpeg,PARTAI GERAKAN INDONESIA RAYA,190047,7,"RAHMAWATI SUPRAPTO, SE",Perempuan,2,29,26141
KOTA TANGERANG SELATAN,agung anugrah.jpeg,PARTAI GERAKAN INDONESIA RAYA,267980,8,MOHAMAD AGUNG ANUGRAH,Laki-Laki,2,29,26141
JAKARTA TIMUR,4x6.jpg,PARTAI GERAKAN INDONESIA RAYA,104923,1,"ARDHYA PRATIWI S, SE",Perempuan,2,30,26141
KOTA BEKASI,foto daday_1.jpg,PARTAI GERAKAN INDONESIA RAYA,180878,2,"DADAY HUDAYA, SH.,MH",Laki-Laki,2,30,26141
KOTA TANGERANG SELATAN,FOTO.jpeg,PARTAI GERAKAN INDONESIA RAYA,51192,3,"AHMAD BAHTIAR SEBAYANG, SE",Laki-Laki,2,30,26141
JAKARTA TIMUR,foto-rusmin.jpg,PARTAI GERAKAN INDONESIA RAYA,293455,4,"RUSMIN EFFENDY, SH, MH",Laki-Laki,2,30,26141
JAKARTA SELATAN,foto sheila_1.jpg,PARTAI GERAKAN INDONESIA RAYA,188405,5,"SHEILA AYU SAYIDAH, S.I.Kom",Perempuan,2,30,26141
JAKARTA SELATAN,TUTI.jpeg,PARTAI GERAKAN INDONESIA RAYA,199291,6,"TUTI ROSINTA HUTAGALUNG, SH",Perempuan,2,30,26141
PURWOREJO,foto bambang_1.jpg,PARTAI GERAKAN INDONESIA RAYA,171194,7,BAMBANG SUDIYONO,Laki-Laki,2,30,26141
